City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Biak,ID,-0.9131,122.8766,76.41,81,99,3.78,overcast clouds
344,Peachland,CA,49.7665,-119.7357,42.67,86,100,1.99,overcast clouds
345,Lewistown,US,40.5992,-77.5714,44.17,84,100,5.75,overcast clouds
346,Vao,NC,-22.6667,167.4833,72.95,74,82,22.7,light rain
347,Torbay,CA,47.6666,-52.7314,39.38,91,75,17.27,broken clouds
348,Guider,CM,9.9342,13.9486,76.21,23,97,6.35,overcast clouds
349,Dawei,MM,14.0833,98.2,66.63,75,54,4.54,broken clouds
350,Polyarnyy,RU,69.1989,33.4478,21.51,86,100,11.23,overcast clouds
351,Grand Bend,CA,43.3168,-81.7498,38.23,86,100,7.31,overcast clouds
352,Sechura,PE,-5.5569,-80.8222,78.67,55,30,16.17,scattered clouds
353,Guerrero Negro,MX,27.9769,-114.0611,60.58,51,99,11.86,overcast clouds
354,Pecos,US,31.4229,-103.4932,59.09,17,40,36.82,haze
355,Camopi,GF,3.1655,-52.3158,71.64,98,100,2.68,heavy intensity rain
356,Tasiilaq,GL,65.6145,-37.6368,3.06,81,100,5.41,overcast clouds
357,Odweyne,SO,9.4092,45.064,66.34,28,46,12.55,scattered clouds
358,Puerto Colombia,CO,10.9878,-74.9547,86.09,79,17,18.84,few clouds
359,Moville,US,42.4889,-96.0725,28.6,87,100,18.77,snow
360,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,90.82,43,69,5.12,broken clouds
361,Klaksvik,FO,62.2266,-6.589,38.32,74,94,18.72,light rain
362,Moose Factory,CA,51.2585,-80.6094,14.0,79,100,12.66,overcast clouds
363,Uige,AO,-7.6087,15.0613,65.34,95,100,1.81,overcast clouds
364,Huilong,CN,31.8111,121.655,35.19,52,5,2.28,clear sky
365,Suslovo,RU,56.2167,88.1167,9.68,90,100,11.81,overcast clouds
366,Kidal,ML,18.4411,1.4078,67.93,14,58,5.48,broken clouds
367,Alofi,NU,-19.0595,-169.9187,85.89,70,40,8.05,scattered clouds
368,Chulumani,BO,-16.4096,-67.5263,68.58,92,96,3.36,overcast clouds
369,Saldanha,ZA,-33.0117,17.9442,68.05,98,47,7.2,scattered clouds
370,Kiama,AU,-34.6833,150.8667,64.38,90,100,3.0,overcast clouds
371,Kropotkin,RU,45.4375,40.5756,37.56,69,94,7.78,overcast clouds
372,Nikolsk,RU,53.7189,46.0712,13.1,92,73,9.93,broken clouds
373,La Ronge,CA,55.1001,-105.2842,17.85,79,100,3.44,overcast clouds
374,Den Helder,NL,52.9599,4.7593,40.98,85,75,18.01,drizzle
375,Awjilah,LY,29.1081,21.2869,58.62,38,0,9.71,clear sky
376,Belmonte,BR,-15.8631,-38.8828,76.96,82,34,5.64,scattered clouds
377,Isangel,VU,-19.55,169.2667,78.91,100,100,17.27,thunderstorm with rain
378,Atasu,KZ,48.6814,71.6433,-1.64,85,1,7.25,clear sky
379,Pimenta Bueno,BR,-11.6725,-61.1936,73.11,97,100,3.83,very heavy rain
380,Matara,LK,5.9485,80.5353,73.02,71,91,15.41,overcast clouds
381,Balakhninskiy,RU,58.0106,114.2769,-45.94,99,100,2.21,overcast clouds
382,Camacha,PT,33.0833,-16.3333,56.62,67,75,11.5,broken clouds
383,Dekar,BW,-21.5333,21.9333,72.99,58,90,5.32,overcast clouds
384,Husavik,IS,66.0449,-17.3389,24.98,73,100,11.43,overcast clouds
385,Hovd,MN,48.0056,91.6419,2.61,70,81,0.74,broken clouds
386,Smithers,CA,54.7804,-127.1743,39.52,52,75,3.44,broken clouds
387,Ronne,DK,55.1009,14.7066,37.31,75,75,5.75,broken clouds
388,Boa Vista,BR,2.8197,-60.6733,85.98,45,40,8.05,light rain
389,Mattoon,US,39.4831,-88.3728,39.45,87,100,14.97,overcast clouds
390,Vallenar,CL,-28.5708,-70.7581,82.11,32,0,8.32,clear sky
391,Ishigaki,JP,24.3448,124.1572,60.93,88,100,18.41,overcast clouds
392,Grand Gaube,MU,-20.0064,57.6608,79.2,85,100,7.0,light rain
393,San Policarpo,PH,12.1791,125.5072,78.69,86,100,11.59,overcast clouds
394,Tezu,IN,27.9167,96.1667,52.32,28,15,4.56,few clouds
395,Vestmannaeyjar,IS,63.4427,-20.2734,24.64,76,13,20.78,few clouds
396,Macheng,CN,31.1783,115.0319,35.22,43,44,2.01,scattered clouds
397,Thohoyandou,ZA,-22.9456,30.485,72.57,62,67,2.19,broken clouds
398,Kwinana,AU,-32.25,115.7667,66.16,59,4,3.0,clear sky
399,Kathu,TH,7.9178,98.3332,73.22,78,80,11.32,broken clouds
400,Auki,SB,-8.7676,160.7034,79.9,85,100,6.96,overcast clouds
401,Broken Hill,AU,-31.95,141.4333,57.9,53,5,22.86,clear sky
402,Cabo San Lucas,MX,22.8909,-109.9124,75.61,64,99,5.01,overcast clouds
403,Kavaratti,IN,10.5669,72.642,80.02,76,23,9.42,few clouds
404,Simoes,BR,-7.5989,-40.8178,81.63,45,91,5.79,overcast clouds
405,Sasovo,RU,54.3537,41.9199,25.0,81,29,16.51,scattered clouds
406,Ojinaga,MX,29.5667,-104.4167,63.55,27,0,16.11,clear sky
407,Liverpool,GB,53.4106,-2.9779,37.44,89,20,5.75,few clouds
408,Mtsensk,RU,53.2766,36.5733,35.4,91,100,24.63,moderate rain
409,Kachiry,KZ,53.0675,76.1036,5.41,79,32,10.92,scattered clouds
410,Marzuq,YE,14.4,46.4667,59.94,51,8,3.53,clear sky
411,Lavrentiya,RU,65.5833,-171.0,-22.31,93,13,7.36,few clouds
412,Miri,MY,4.4148,114.0089,75.34,94,40,4.61,scattered clouds
413,Angoche,MZ,-16.2325,39.9086,78.37,81,97,3.98,overcast clouds
414,Lingao,CN,19.9103,109.6859,59.14,80,95,9.93,overcast clouds
415,Ambon,ID,-3.6954,128.1814,77.23,15,20,4.61,few clouds
416,Xuanzhou,CN,30.9525,118.7553,34.36,56,17,3.18,few clouds
417,Bousso,TD,10.4795,16.7117,75.42,21,99,6.76,overcast clouds
418,Antofagasta,CL,-23.65,-70.4,70.88,72,16,7.83,few clouds
419,Xinzhou,CN,38.4092,112.7333,14.99,71,0,4.16,clear sky
420,Argir,FO,61.9959,-6.7715,38.37,79,63,16.04,light rain
421,Osimo,IT,43.4828,13.4875,43.77,67,100,3.44,overcast clouds
422,Morondava,MG,-20.2833,44.2833,80.78,56,64,14.34,broken clouds
423,Hobyo,SO,5.3505,48.5268,76.41,80,61,19.26,broken clouds
424,Nome,US,64.5011,-165.4064,-11.13,70,0,4.61,clear sky
425,Reconquista,AR,-29.15,-59.65,102.85,19,14,5.46,few clouds
426,Ancud,CL,-41.8697,-73.8203,65.88,62,46,4.92,scattered clouds
427,Saint-Augustin,CA,51.226,-58.6502,31.77,100,100,2.8,overcast clouds
428,Mathathane,BW,-22.2687,28.7495,78.64,51,91,8.84,overcast clouds
429,Oranjestad,AW,12.524,-70.027,82.35,79,75,19.57,broken clouds
430,Kutum,SD,14.2,24.6667,62.83,21,100,6.02,overcast clouds
431,Douglas,US,41.3,-96.167,32.88,93,100,16.11,moderate rain
432,Qorveh,IR,35.1664,47.8045,22.23,86,4,0.89,clear sky
433,Iranshahr,IR,27.2025,60.6848,50.34,93,100,0.0,overcast clouds
434,Show Low,US,34.2542,-110.0298,37.08,67,75,13.8,broken clouds
435,Alyangula,AU,-13.8483,136.4192,79.93,83,100,15.26,light rain
436,Taoudenni,ML,22.6783,-3.9836,69.19,24,100,9.8,overcast clouds
437,Lalibela,ET,12.0333,39.0333,56.79,52,41,7.49,scattered clouds
438,Lavumisa,SZ,-27.31,31.892,72.79,90,44,4.25,scattered clouds
439,Sri Aman,MY,1.2376,111.4621,75.25,94,92,0.0,overcast clouds
440,Vostok,RU,46.4856,135.8833,-4.99,87,100,4.16,overcast clouds
441,Kenai,US,60.5544,-151.2583,23.14,91,40,3.44,snow
442,Siyabuswa,ZA,-25.1132,29.0445,72.63,56,100,2.42,overcast clouds
443,Cabot,US,34.9745,-92.0165,58.96,92,100,6.91,light rain
444,Mezen,RU,65.8522,44.24,25.12,94,100,9.13,overcast clouds
445,Kaili,ID,-3.4626,120.2147,67.32,88,96,2.75,overcast clouds
446,Brasileia,BR,-11.0161,-68.7481,76.53,96,89,1.74,overcast clouds
447,Morro Bay,US,35.3658,-120.8499,61.5,64,71,8.01,broken clouds
448,Arman,RU,59.7,150.1667,-14.06,76,100,13.96,overcast clouds
449,Kysyl-Syr,RU,63.8986,122.7617,-61.67,99,68,4.03,broken clouds
450,Toma,BF,12.7667,-2.8833,72.14,15,0,9.06,clear sky
451,Menongue,AO,-14.6585,17.691,62.67,93,97,4.23,overcast clouds
452,Okakarara,NA,-20.5833,17.4333,69.57,77,94,10.45,light rain
453,Gamba,GA,-2.65,10.0,77.94,84,100,4.38,overcast clouds
454,Ilo,PE,-17.6394,-71.3375,74.26,69,0,12.66,clear sky
455,Touros,BR,-5.1989,-35.4608,79.41,77,81,11.92,broken clouds
456,Antalaha,MG,-14.9003,50.2788,77.67,94,100,20.09,heavy intensity rain
457,Ystad,SE,55.4297,13.8204,31.37,72,99,10.38,overcast clouds
458,Port Blair,IN,11.6667,92.75,69.84,88,98,0.0,mist
459,Nemuro,JP,43.3236,145.575,20.14,70,60,11.65,broken clouds
460,Pomichna,UA,48.2422,31.4158,43.65,96,43,11.63,scattered clouds
461,Finnsnes,NO,69.2296,17.9811,25.41,85,100,5.77,overcast clouds
462,Mitsamiouli,KM,-11.3847,43.2844,80.83,76,97,6.08,overcast clouds
463,San Carlos,VE,9.6612,-68.5827,88.11,38,77,2.57,broken clouds
464,Asbestovskiy,RU,57.7557,61.3967,12.63,84,69,8.66,broken clouds
465,Delvada,IN,20.7667,71.0333,65.21,35,1,6.76,clear sky
466,Monrovia,LR,6.3005,-10.7969,76.77,88,98,8.9,overcast clouds
467,Kishtwar,IN,33.3167,75.7667,36.34,73,100,1.1,overcast clouds
468,Maceio,BR,-9.6658,-35.7353,81.84,78,40,9.22,scattered clouds
469,Bairiki,KI,1.3292,172.9752,82.4,83,75,8.05,light rain
470,Anadyr,RU,64.75,177.4833,-19.7,76,40,8.95,scattered clouds
471,Tual,ID,-5.6667,132.75,83.08,75,99,16.2,overcast clouds
472,Oyem,GA,1.5995,11.5793,68.83,86,41,2.82,scattered clouds
473,Maneadero,MX,31.7167,-116.5667,60.1,67,78,3.0,broken clouds
474,Anchorage,US,61.2181,-149.9003,26.92,89,0,6.91,fog
475,Ekhabi,RU,53.5102,142.9671,-37.88,100,43,5.1,scattered clouds
476,Mackay,AU,-21.15,149.2,79.68,80,50,19.33,scattered clouds
477,Nanganga,TZ,-10.3833,39.15,71.64,97,95,2.1,overcast clouds
478,Moen,NO,69.1304,18.6123,25.52,68,75,5.75,broken clouds
479,Bjerkvik,NO,68.5597,17.5189,28.22,74,100,1.01,overcast clouds
480,Sinjar,IQ,36.3209,41.8754,47.62,69,3,6.35,clear sky
481,West Wendover,US,40.7391,-114.0733,29.7,70,11,0.69,few clouds
482,Christchurch,NZ,-43.5333,172.6333,72.41,65,40,20.71,scattered clouds
483,Nabire,ID,-3.3667,135.4833,74.68,90,99,2.48,overcast clouds
484,Fairbanks,US,64.8378,-147.7164,-0.08,78,20,0.0,few clouds
485,Krasni Okny,UA,47.5404,29.46,49.32,83,30,6.46,scattered clouds
486,At-Bashi,KG,41.1702,75.8106,-5.04,53,0,4.03,clear sky
487,Sistranda,NO,63.7256,8.834,31.96,98,100,14.45,light snow
488,Semey,KZ,50.4111,80.2275,-5.85,98,46,4.65,scattered clouds
489,Mount Gambier,AU,-37.8333,140.7667,59.25,48,68,11.1,broken clouds
490,Vlissingen,NL,51.4425,3.5736,42.76,73,40,18.41,scattered clouds
491,Ipixuna,BR,-1.7625,-48.8043,71.96,98,100,2.15,light rain
492,Tambura,SS,5.6,27.4667,74.88,25,2,5.95,clear sky
493,Bodden Town,KY,19.2833,-81.25,82.4,64,20,18.41,few clouds
494,Okhotsk,RU,59.3833,143.3,-15.63,76,100,9.19,overcast clouds
495,Reporoa,NZ,-38.4333,176.35,65.21,74,100,5.21,overcast clouds
496,Andenes,NO,69.3143,16.1194,31.98,64,0,11.5,clear sky
497,Emerald,AU,-23.5333,148.1667,72.34,80,0,6.22,clear sky
498,Balkhash,KZ,46.844,74.9804,5.61,80,1,12.26,clear sky
499,Medveditskiy,RU,50.7852,44.7129,18.19,90,13,8.39,few clouds
500,Karlstad,SE,59.3793,13.5036,34.36,100,100,3.44,overcast clouds
501,Nizhniy Kuranakh,RU,58.8353,125.4869,-61.73,100,100,2.21,overcast clouds
502,Rexburg,US,43.826,-111.7897,19.0,82,100,5.75,overcast clouds
503,Rio Grande,BR,-32.035,-52.0986,78.91,72,26,14.61,scattered clouds
504,Avera,US,33.194,-82.5271,67.37,79,99,4.29,overcast clouds
505,Saint-Joseph,RE,-21.3667,55.6167,83.46,87,100,13.73,light rain
506,Monte Escobedo,MX,22.3,-103.5833,66.96,12,75,11.45,broken clouds
507,Te Anau,NZ,-45.4167,167.7167,68.74,51,24,2.82,few clouds
508,Coihaique,CL,-45.5752,-72.0662,86.61,15,0,11.5,clear sky
509,Kahului,US,20.8947,-156.47,80.83,79,0,5.99,clear sky
510,Karaton,ID,-6.3424,106.1045,72.61,94,100,2.84,moderate rain
511,Sapouy,BF,11.5544,-1.7736,72.66,17,1,6.93,clear sky
512,Hay River,CA,60.8156,-115.7999,13.96,85,100,4.61,overcast clouds
513,Puerto El Triunfo,SV,13.2833,-88.55,82.09,58,0,9.13,clear sky
514,Kelowna,CA,49.8831,-119.4857,40.35,89,100,5.75,overcast clouds
515,Acaponeta,MX,22.4964,-105.3594,82.36,35,42,7.7,scattered clouds
516,Aanekoski,FI,62.6946,25.818,35.85,100,100,6.71,overcast clouds
517,Roald,NO,62.5833,6.1333,37.54,87,75,11.5,broken clouds
518,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.18,82,77,3.2,light rain
519,Sakakah,SA,29.9697,40.2064,49.57,57,0,3.24,clear sky
520,Khanpur,PK,28.6453,70.6567,54.75,24,96,11.34,overcast clouds
521,Rocha,UY,-34.4833,-54.3333,75.09,63,98,13.04,overcast clouds
522,Thessalon,CA,46.2501,-83.5666,34.09,87,45,5.97,scattered clouds
523,Mongu,ZM,-15.2484,23.1274,67.41,94,100,5.97,light rain
524,Tanabe,JP,33.7333,135.3667,38.86,77,8,8.48,clear sky
525,Faya,SA,18.3851,42.4509,53.71,65,66,4.14,broken clouds
526,Dzhebariki-Khaya,RU,62.2167,135.8,-58.54,99,100,1.61,overcast clouds
527,Poum,NC,-20.2333,164.0167,79.66,72,72,14.52,broken clouds
528,Bacolod,PH,10.6667,122.95,75.63,88,86,12.75,overcast clouds
529,Malchevskaya,RU,49.0552,40.3625,28.18,88,95,13.6,overcast clouds
530,Homer,US,59.6425,-151.5483,30.78,93,100,0.0,light snow
531,Tiarei,PF,-17.5333,-149.3333,84.22,72,58,15.97,broken clouds
532,Cutervo,PE,-6.379,-78.8157,58.87,74,97,3.83,moderate rain
533,Anloga,GH,5.7947,0.8973,81.07,80,65,9.73,broken clouds
534,Ikom,NG,5.9667,8.7063,76.69,49,60,3.56,broken clouds
535,Los Llanos De Aridane,ES,28.6585,-17.9182,59.13,79,100,13.8,light rain
536,Leningradskiy,RU,69.3833,178.4167,-20.29,98,100,23.49,light snow
537,Sosnogorsk,RU,63.6023,53.8817,16.23,95,100,6.46,overcast clouds
538,Matagami,CA,49.7502,-77.6328,15.91,86,100,18.41,light snow
539,Quebrangulo,BR,-9.3189,-36.4711,73.42,78,67,10.89,light rain
540,Bima,ID,-8.4667,118.7167,75.63,93,98,1.21,overcast clouds
541,Ostersund,SE,63.1792,14.6357,31.6,100,75,8.05,broken clouds
542,Konin,PL,52.2234,18.2512,33.71,92,100,2.75,overcast clouds
543,Talcahuano,CL,-36.7167,-73.1167,64.08,72,0,9.22,clear sky
544,Meulaboh,ID,4.1363,96.1285,72.54,84,88,3.13,overcast clouds
545,Namatanai,PG,-3.6667,152.4333,81.88,77,63,5.08,light rain
546,Parabel,RU,58.6978,81.4825,-1.64,98,100,4.56,overcast clouds
547,Port-Cartier,CA,50.0334,-66.8654,34.75,88,100,7.02,overcast clouds
548,Skjervoy,NO,70.0311,20.9714,24.8,68,100,19.69,overcast clouds
549,Cody,US,44.5263,-109.0565,39.25,34,0,10.36,clear sky
550,Porteirinha,BR,-15.7433,-43.0283,73.06,75,0,6.6,clear sky
551,Neuquen,AR,-38.9516,-68.0591,89.49,33,0,3.44,clear sky
552,Carnot,CF,4.9409,15.8665,72.14,29,88,2.53,overcast clouds
553,The Valley,AI,18.217,-63.0578,80.46,73,20,8.05,few clouds
554,Bexhill,AU,-28.7667,153.35,74.43,75,3,1.01,clear sky
555,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,77,40,14.97,scattered clouds
556,Betare Oya,CM,5.6,14.0833,73.65,28,100,5.21,overcast clouds
557,Agadir,MA,30.4202,-9.5982,59.45,60,0,9.22,clear sky
558,Santa Quiteria,BR,-4.3319,-40.1567,78.39,72,92,4.23,overcast clouds
559,Chenzhou,CN,25.8,113.0333,43.97,63,100,2.44,overcast clouds
560,Zhangye,CN,38.9342,100.4517,6.04,74,5,3.76,clear sky
561,Chapais,CA,49.7834,-74.8492,24.58,91,100,11.43,overcast clouds
562,Iquique,CL,-20.2208,-70.1431,75.24,73,40,7.94,scattered clouds
563,Qasigiannguit,GL,68.8193,-51.1922,-30.24,68,0,4.38,clear sky
564,Marabba,SD,12.35,32.1833,74.77,36,21,13.76,few clouds
565,Wamba,NG,8.9333,8.6,75.18,24,58,3.2,broken clouds
566,Inta,RU,66.0317,60.1659,11.64,92,88,10.78,overcast clouds
567,Albanel,CA,48.8832,-72.4487,30.34,69,100,13.8,overcast clouds
568,Mocuba,MZ,-16.8392,36.9856,72.39,98,78,1.95,broken clouds
569,Racconigi,IT,44.7698,7.6789,37.71,79,18,1.95,few clouds
570,Myitkyina,MM,25.3833,97.4,52.25,70,0,2.84,clear sky
571,Gardner,US,42.5751,-71.9981,43.02,72,100,1.99,overcast clouds
572,Avanigadda,IN,16.0215,80.9181,65.97,87,23,1.14,few clouds
573,Banjar,ID,-8.19,114.9675,76.93,91,100,3.27,overcast clouds
574,Oranjemund,NA,-28.55,16.4333,64.96,94,17,5.39,few clouds
575,Pushkar,IN,26.5,74.55,47.97,38,0,4.63,clear sky
576,Kailua,US,21.4022,-157.7394,82.15,70,1,5.55,clear sky
577,Celestun,MX,20.8667,-90.4,82.22,61,82,7.76,broken clouds
578,Beloha,MG,-25.1667,45.05,73.24,80,1,13.22,clear sky
579,Montrose,US,38.4166,-108.2673,22.41,77,96,10.49,light snow
580,Rajapur,IN,25.3833,81.15,46.96,54,0,2.75,clear sky
581,Walvis Bay,NA,-22.9575,14.5053,68.09,88,18,5.75,few clouds
582,Mao,ES,39.8885,4.2658,45.16,70,20,3.44,few clouds
583,Newry,GB,54.1784,-6.3374,32.11,84,36,4.38,scattered clouds
584,Marsa Matruh,EG,31.3525,27.2453,53.8,82,0,6.91,clear sky
585,Tuatapere,NZ,-46.1333,167.6833,68.85,53,27,1.52,scattered clouds
586,Verkhnevilyuysk,RU,63.4453,120.3167,-69.7,100,69,2.15,broken clouds
587,Price,US,39.5994,-110.8107,35.11,65,5,10.85,clear sky
588,Salinopolis,BR,-0.6136,-47.3561,74.55,87,100,6.96,overcast clouds
589,Tautira,PF,-17.7333,-149.15,80.69,72,46,16.26,scattered clouds
590,Pangnirtung,CA,66.1451,-65.7125,-11.2,53,0,0.0,clear sky
591,Goderich,CA,43.7501,-81.7165,37.9,93,100,5.75,overcast clouds
592,Coquimbo,CL,-29.9533,-71.3436,67.73,72,20,13.8,few clouds
593,Horasan,TR,40.0458,42.1728,28.06,65,68,2.44,broken clouds
594,Mulanje,MW,-16.0316,35.5,68.2,95,100,4.09,overcast clouds
595,Sioux Lookout,CA,50.1001,-91.917,15.87,79,100,3.44,overcast clouds
596,Togul,RU,53.465,85.9128,4.89,95,100,7.09,overcast clouds
597,Yar-Sale,RU,66.8333,70.8333,-3.23,100,89,3.89,overcast clouds
598,Kiunga,PG,-6.1219,141.2906,74.07,99,100,3.02,overcast clouds
599,Cascas,PE,-7.4833,-78.8167,72.0,59,82,8.55,broken clouds
600,Jiaocheng,CN,24.6774,116.1389,42.06,79,0,3.04,clear sky
601,Emba,KZ,48.8264,58.1442,8.96,76,98,8.19,overcast clouds
602,Laguna,US,38.421,-121.4238,55.76,70,75,5.01,broken clouds
603,Castro-Urdiales,ES,43.3829,-3.2204,48.97,82,99,15.5,light rain
604,George Town,MY,5.4112,100.3354,79.95,86,20,6.91,few clouds
605,Port Hedland,AU,-20.3167,118.5667,77.05,94,75,9.22,light rain
606,Nantucket,US,41.2835,-70.0995,48.15,77,66,25.46,broken clouds
607,Khipro,PK,25.8285,69.3772,57.85,14,6,7.29,clear sky
608,Itirucu,BR,-13.5317,-40.1503,65.82,94,45,3.78,scattered clouds
609,Tahoua,NE,14.8888,5.2692,73.38,17,0,4.61,clear sky
610,Sur,OM,22.5667,59.5289,71.78,80,86,11.72,overcast clouds
611,Archidona,ES,37.0965,-4.3887,44.4,82,25,6.11,scattered clouds
612,Kalamnuri,IN,19.6667,77.3333,66.22,46,4,5.21,clear sky
613,Vardo,NO,70.3705,31.1107,28.38,100,100,25.32,snow
614,Northam,GB,51.0333,-4.2167,40.24,89,73,15.75,broken clouds
615,Kangaatsiaq,GL,68.3065,-53.4641,-21.46,81,3,8.32,clear sky
616,Seguela,CI,7.9611,-6.6731,77.4,16,0,1.99,clear sky
617,Soyo,AO,-6.1349,12.3689,79.83,85,100,6.8,light rain
618,Kousseri,CM,12.0769,15.0306,67.96,40,6,3.44,clear sky
619,Watrous,CA,51.6668,-105.4679,19.18,93,100,10.36,overcast clouds
620,Shingu,JP,33.7333,135.9833,36.9,78,3,6.11,clear sky
621,Fallon,US,39.4735,-118.7774,36.1,62,80,6.17,broken clouds
622,Quzhou,CN,28.9594,118.8686,37.89,71,77,1.97,broken clouds
623,Vagur,FO,61.4732,-6.8119,36.45,95,100,43.04,light rain
624,Moshupa,BW,-24.7782,25.4155,73.18,52,23,6.2,few clouds
625,Mandan,US,46.8267,-100.8896,20.41,92,100,6.91,overcast clouds
626,Hinatuan,PH,8.3722,126.3342,75.0,93,66,2.91,broken clouds
627,Malanje,AO,-9.5402,16.341,63.27,94,98,2.51,overcast clouds
628,Sapa,PH,5.1544,120.3241,79.03,83,59,2.08,broken clouds
629,Ha Tinh,VN,18.3333,105.9,56.57,87,100,3.74,overcast clouds
630,Tucuma,BR,-0.1833,-50.05,73.27,93,100,6.31,overcast clouds
631,Sultanpur,IN,26.2667,82.0667,45.21,53,0,2.73,clear sky
632,Lithakia,GR,37.7167,20.8333,61.97,84,100,23.67,overcast clouds
633,Malyye Derbety,RU,47.9547,44.6808,22.42,76,1,8.3,clear sky
634,Hearst,CA,49.6835,-83.6665,12.45,95,100,5.17,overcast clouds
635,Kumbo,CM,6.2,10.6667,62.15,37,54,3.89,broken clouds
636,Wewak,PG,-3.5534,143.6268,77.97,87,99,7.65,light rain
637,Port Shepstone,ZA,-30.7414,30.455,75.9,93,86,8.01,overcast clouds
638,Namibe,AO,-15.1961,12.1522,74.77,71,100,8.05,overcast clouds
639,Andilamena,MG,-17.0167,48.5833,63.77,90,100,14.36,moderate rain
640,Zalantun,CN,48.0,122.7167,-7.15,91,100,3.47,overcast clouds
641,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,100,100,4.61,mist
642,Dum Duma,IN,27.5667,95.5667,50.79,76,3,2.93,clear sky
643,Montague,US,42.5356,-72.5351,44.11,82,99,5.01,overcast clouds
644,Mabaruma,GY,8.2,-59.7833,72.77,83,65,3.87,broken clouds
645,Nyirvasvari,HU,47.8167,22.1868,43.18,89,96,8.93,overcast clouds
646,Filadelfia,US,39.9523,-75.1638,51.22,61,97,5.01,overcast clouds
647,Kitimat,CA,54.0524,-128.6534,37.9,29,87,1.01,light rain
648,Beyneu,KZ,45.3167,55.2,26.01,63,6,9.66,clear sky
649,Dong Hoi,VN,17.4833,106.6,60.03,90,99,9.22,overcast clouds
650,Saint-Francois,FR,46.4154,3.9054,27.84,93,100,3.44,overcast clouds
651,Mahon,ES,39.8885,4.2658,45.16,70,20,3.44,few clouds
652,Parsabad,IR,39.6482,47.9174,38.48,89,0,1.77,clear sky
653,Bijie,CN,27.3125,105.2942,29.23,82,100,5.32,overcast clouds
654,Santa Adelia,BR,-21.2428,-48.8042,78.28,63,96,4.25,overcast clouds
655,Paamiut,GL,61.994,-49.6678,26.46,95,100,6.98,light snow
656,Hit,IQ,33.6416,42.8251,53.83,70,0,9.71,clear sky
657,Khani,GE,41.9563,42.9566,35.17,65,74,6.58,broken clouds
658,Newport,GB,51.5877,-2.9984,36.82,92,9,11.88,clear sky
659,Trinidad,BO,-14.8333,-64.9,77.86,87,100,3.09,light rain
660,Yumen,CN,40.2833,97.2,8.65,67,56,17.31,broken clouds
661,Orlik,RU,52.5178,99.825,-30.55,96,31,2.98,scattered clouds
662,Estelle,US,29.8458,-90.1067,78.01,76,75,17.27,broken clouds
663,Zhuzhou,CN,27.8333,113.15,43.97,63,96,0.92,overcast clouds
664,Sabang,ID,5.8933,95.3214,80.06,74,100,16.06,overcast clouds
665,Udachnyy,RU,66.4167,112.4,-55.98,100,81,1.45,broken clouds
666,Kendari,ID,-3.945,122.4989,74.48,93,100,2.39,light rain
667,Mercedes,AR,-34.6515,-59.4307,83.79,29,99,9.66,light rain
668,San Quintin,MX,30.4833,-115.95,58.68,53,99,8.88,overcast clouds
669,Hede,CN,33.7681,120.2517,31.19,63,99,6.49,overcast clouds
670,Champerico,GT,14.3,-91.9167,81.88,57,24,12.82,few clouds
671,San Ignacio,BZ,17.1561,-89.0714,87.1,49,0,7.83,clear sky
672,Krasnoselkup,RU,65.7,82.4667,-10.66,96,100,13.58,overcast clouds
673,Saint-Georges,GD,12.0564,-61.7485,82.08,69,20,13.8,few clouds
674,Tiznit,MA,29.5833,-9.5,52.39,79,2,3.8,clear sky
675,Beringovskiy,RU,63.05,179.3167,-23.6,93,27,5.28,scattered clouds
676,Bandar-E Lengeh,IR,26.5579,54.8807,66.74,62,79,7.18,broken clouds
677,Binabalian,PH,16.4202,119.9279,78.39,73,17,14.18,few clouds
678,Jumla,NP,29.2747,82.1838,32.95,28,39,4.45,scattered clouds
679,Luzhou,CN,28.8724,105.4405,39.2,74,3,1.77,clear sky
680,Kedgwick,CA,47.6446,-67.3434,31.86,97,100,8.43,snow
681,Ketchikan,US,55.3422,-131.6461,37.38,90,100,4.76,moderate rain
682,Kasongo,CD,-4.45,26.6667,67.21,98,72,1.34,light rain
683,Tuy Hoa,VN,13.0833,109.3,69.37,88,100,11.21,overcast clouds
684,Strezhevoy,RU,60.7333,77.5889,1.51,97,92,8.59,overcast clouds
685,Ust-Nera,RU,64.5667,143.2,-28.39,100,100,5.86,overcast clouds
686,Berlevag,NO,70.8578,29.0864,28.4,74,75,19.57,light snow
687,Corn Island,NI,12.1694,-83.0418,80.42,73,26,9.4,scattered clouds
688,Barcelos,PT,41.5388,-8.6151,42.85,84,17,4.76,few clouds
689,Deder,ET,9.3167,41.45,51.8,44,83,6.44,broken clouds
690,Voh,NC,-20.9667,164.7,79.79,73,33,6.6,scattered clouds
691,Cape Canaveral,US,28.4058,-80.6048,74.05,71,0,5.75,clear sky
692,Umea,SE,63.8284,20.2597,33.73,93,75,10.36,light snow
693,Nizhniy Chir,RU,48.3597,43.0865,24.01,77,3,8.86,clear sky
694,Rio Gallegos,AR,-51.6226,-69.2181,71.02,39,2,18.05,clear sky
